#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment	new_name
CMU000005F	CMU000001F	CMU000102F	1.99	2.43	KEEP	000005F
CMU000007F	-	-	-	-	KEEP	000006F
CMU000008F	CMU000249F	CMU000230F	4.80	18.41	KEEP	000007F
CMU000009F	-	-	-	-	KEEP	000008F
CMU000012F	-	-	-	-	KEEP	000009F
CMU000010F	-	-	-	-	KEEP	000010F
CMU000014F	-	-	-	-	KEEP	000011F
CMU000015F	-	-	-	-	KEEP	000012F
CMU000016F	CMU000019F	CMU000027F	1.13	2.45	KEEP	000013F
CMU000018F	-	-	-	-	KEEP	000014F
CMU000019F	-	-	-	-	KEEP	000015F
CMU000017F	CMU000007F	CMU000457F	7.75	8.40	KEEP	000016F
CMU000020F	CMU000341F	CMU000000F	23.32	24.50	KEEP	000017F
CMU000025F	CMU000019F	CMU000031F	1.69	3.25	KEEP	000018F
CMU000021F	CMU000204F	CMU000019F	10.68	21.98	KEEP	000019F
CMU000022F	-	-	-	-	KEEP	000020F
CMU000024F	CMU000019F	CMU000001F	27.54	28.80	KEEP	000021F
CMU000027F	CMU000019F	CMU000021F	1.53	3.30	KEEP	000022F
CMU000034F	-	-	-	-	KEEP	000023F
CMU000026F	-	-	-	-	KEEP	000024F
CMU000023F	CMU000006F	CMU000001F	1.75	1.89	KEEP	000025F
CMU000032F	CMU000043F	CMU000204F	40.17	41.25	KEEP	000026F
CMU000033F	CMU000042F	CMU000092F	41.08	42.76	KEEP	000027F
CMU000037F	CMU000077F	CMU000019F	17.99	21.76	KEEP	000028F
CMU000028F	CMU001000F	CMU000091F	6.19	10.64	KEEP	000029F
CMU000030F	-	-	-	-	KEEP	000030F
CMU000035F	-	-	-	-	KEEP	000031F
CMU000029F	-	-	-	-	KEEP	000032F
CMU000038F	-	-	-	-	KEEP	000033F
CMU000044F	CMU000721F	CMU000019F	9.79	9.92	KEEP	000034F
CMU000042F	CMU000247F	CMU000033F	50.19	51.85	KEEP	000035F
CMU000039F	CMU000127F	CMU000000F	37.71	44.46	KEEP	000036F
CMU000040F	-	-	-	-	KEEP	000037F
CMU000031F	CMU000019F	CMU000732F	15.54	17.32	KEEP	000038F
CMU000041F	CMU000012F	CMU000018F	7.22	12.51	KEEP	000039F
CMU000043F	CMU000032F	CMU001588F	44.47	45.82	KEEP	000040F
CMU000049F	CMU000433F	CMU000029F	9.47	9.84	KEEP	000041F
CMU000046F	CMU000019F	CMU000056F	1.75	2.91	KEEP	000042F
CMU000045F	CMU000019F	CMU000017F	3.84	6.00	KEEP	000043F
CMU000054F	-	-	-	-	KEEP	000044F
CMU000048F	CMU000006F	CMU000001F	1.09	1.32	KEEP	000045F
CMU000050F	CMU000131F	CMU000019F	20.72	26.31	KEEP	000046F
CMU000047F	-	-	-	-	KEEP	000047F
CMU000051F	-	-	-	-	KEEP	000048F
CMU000059F	-	-	-	-	KEEP	000049F
CMU000056F	CMU000019F	CMU000031F	4.84	8.23	KEEP	000050F
CMU000052F	CMU000006F	CMU000092F	0.96	1.56	KEEP	000051F
CMU000055F	-	-	-	-	KEEP	000052F
CMU000057F	-	-	-	-	KEEP	000053F
CMU000061F	-	-	-	-	KEEP	000054F
CMU000060F	-	-	-	-	KEEP	000055F
CMU000065F	-	-	-	-	KEEP	000056F
CMU000058F	-	-	-	-	KEEP	000057F
CMU000053F	-	-	-	-	KEEP	000058F
CMU000063F	CMU001194F	CMU001182F	8.38	13.80	KEEP	000059F
CMU000062F	-	-	-	-	KEEP	000060F
CMU000067F	CMU000544F	CMU000019F	17.93	19.40	KEEP	000061F
CMU000064F	-	-	-	-	KEEP	000062F
CMU000066F	CMU000557F	CMU000008F	16.55	24.20	KEEP	000063F
CMU000072F	-	-	-	-	KEEP	000064F
CMU000074F	-	-	-	-	KEEP	000065F
CMU000069F	CMU000091F	CMU000092F	1.27	2.22	KEEP	000066F
CMU000073F	-	-	-	-	KEEP	000067F
CMU000070F	-	-	-	-	KEEP	000068F
CMU000077F	CMU000037F	CMU000019F	14.93	21.44	KEEP	000069F
CMU000075F	CMU001012F	CMU000188F	1.53	11.98	KEEP	000070F
CMU000076F	-	-	-	-	KEEP	000071F
CMU000081F	-	-	-	-	KEEP	000072F
CMU000068F	-	-	-	-	KEEP	000073F
CMU000078F	-	-	-	-	KEEP	000074F
CMU000083F	-	-	-	-	KEEP	000075F
CMU000079F	CMU000307F	CMU000956F	28.01	28.19	KEEP	000076F
CMU000082F	CMU000019F	CMU000031F	1.17	2.12	KEEP	000077F
CMU000071F	CMU000027F	CMU000019F	1.69	2.95	KEEP	000078F
CMU000090F	CMU000021F	CMU000019F	3.13	4.84	KEEP	000079F
CMU000085F	CMU000031F	CMU000125F	2.59	3.64	KEEP	000080F
CMU000080F	CMU000097F	CMU000019F	37.50	38.98	KEEP	000081F
CMU000104F	-	-	-	-	KEEP	000082F
CMU000093F	CMU000019F	CMU000017F	2.31	4.59	KEEP	000083F
CMU000086F	-	-	-	-	KEEP	000084F
CMU000092F	CMU000006F	CMU000059F	1.13	1.54	KEEP	000085F
CMU000087F	CMU000059F	CMU000006F	17.19	17.75	KEEP	000086F
CMU000097F	-	-	-	-	KEEP	000087F
CMU000100F	CMU000019F	CMU000533F	2.28	15.20	KEEP	000088F
CMU000094F	-	-	-	-	KEEP	000089F
CMU000102F	CMU000147F	CMU000372F	16.09	16.93	KEEP	000090F
CMU000106F	-	-	-	-	KEEP	000091F
CMU000096F	-	-	-	-	KEEP	000092F
CMU000098F	-	-	-	-	KEEP	000093F
CMU000103F	CMU000075F	CMU000020F	3.59	3.81	KEEP	000094F
CMU000095F	-	-	-	-	KEEP	000095F
CMU000099F	-	-	-	-	KEEP	000096F
CMU000088F	-	-	-	-	KEEP	000097F
CMU000089F	-	-	-	-	KEEP	000098F
CMU000107F	-	-	-	-	KEEP	000099F
CMU000109F	CMU000664F	CMU000019F	25.61	70.70	KEEP	000100F
CMU000116F	CMU000019F	CMU000017F	3.85	8.55	KEEP	000101F
CMU000111F	-	-	-	-	KEEP	000102F
CMU000091F	CMU000779F	CMU000125F	18.89	22.38	KEEP	000103F
CMU000120F	CMU000333F	CMU000006F	19.00	19.19	KEEP	000104F
CMU000105F	-	-	-	-	KEEP	000105F
CMU000114F	-	-	-	-	KEEP	000106F
CMU000110F	CMU001303F	CMU000022F	55.69	62.12	KEEP	000107F
CMU000121F	-	-	-	-	KEEP	000108F
CMU000117F	-	-	-	-	KEEP	000109F
CMU000108F	CMU000134F	CMU000019F	5.74	8.96	KEEP	000110F
CMU000112F	-	-	-	-	KEEP	000111F
CMU000125F	-	-	-	-	KEEP	000112F
CMU000113F	-	-	-	-	KEEP	000113F
CMU000115F	CMU000029F	CMU000019F	0.56	1.62	KEEP	000114F
CMU000118F	-	-	-	-	KEEP	000115F
CMU000123F	-	-	-	-	KEEP	000116F
CMU000126F	-	-	-	-	KEEP	000117F
CMU000124F	CMU000174F	CMU000061F	23.95	24.10	KEEP	000118F
CMU000129F	-	-	-	-	KEEP	000119F
CMU000119F	-	-	-	-	KEEP	000120F
CMU000133F	CMU000205F	CMU000028F	13.70	14.60	KEEP	000121F
CMU000131F	CMU000050F	CMU000002F	33.13	48.58	KEEP	000122F
CMU000153F	CMU000019F	CMU000031F	3.09	5.41	KEEP	000123F
CMU000139F	CMU000010F	CMU000002F	2.68	5.63	KEEP	000124F
CMU000128F	-	-	-	-	KEEP	000125F
CMU000011F	CMU000019F	CMU000031F	1.41	3.27	KEEP	000126F
CMU000136F	CMU000207F	CMU000024F	23.37	24.21	KEEP	000127F
CMU000140F	CMU000092F	CMU000641F	3.99	4.42	KEEP	000128F
CMU000127F	CMU000039F	CMU000678F	68.56	73.80	KEEP	000129F
CMU000137F	-	-	-	-	KEEP	000130F
CMU000142F	CMU000620F	CMU000019F	26.85	29.43	KEEP	000131F
CMU000141F	-	-	-	-	KEEP	000132F
CMU000132F	-	-	-	-	KEEP	000133F
CMU000134F	CMU001442F	CMU001028F	0.55	3.31	KEEP	000134F
CMU000149F	CMU000025F	CMU000006F	2.41	3.68	KEEP	000135F
CMU000138F	CMU000006F	CMU000037F	1.06	2.25	KEEP	000136F
CMU000152F	-	-	-	-	KEEP	000137F
CMU000135F	-	-	-	-	KEEP	000138F
CMU000146F	CMU000006F	CMU001672F	5.80	5.94	KEEP	000139F
CMU000145F	-	-	-	-	KEEP	000140F
CMU000148F	-	-	-	-	KEEP	000141F
CMU000147F	-	-	-	-	KEEP	000142F
CMU000151F	CMU000248F	CMU000010F	27.50	29.25	KEEP	000143F
CMU000130F	-	-	-	-	KEEP	000144F
CMU000160F	-	-	-	-	KEEP	000145F
CMU000163F	-	-	-	-	KEEP	000146F
CMU000159F	-	-	-	-	KEEP	000147F
CMU000155F	-	-	-	-	KEEP	000148F
CMU000150F	CMU000164F	CMU000019F	28.94	30.91	KEEP	000149F
CMU000144F	-	-	-	-	KEEP	000150F
CMU000156F	-	-	-	-	KEEP	000151F
CMU000154F	-	-	-	-	KEEP	000152F
CMU000143F	-	-	-	-	KEEP	000153F
CMU000157F	-	-	-	-	KEEP	000154F
CMU000122F	-	-	-	-	KEEP	000155F
CMU000158F	-	-	-	-	KEEP	000156F
CMU000174F	CMU000124F	CMU000280F	29.40	29.48	KEEP	000157F
CMU000165F	CMU000530F	CMU000000F	12.12	59.95	KEEP	000158F
CMU000162F	CMU000092F	CMU000006F	1.11	1.79	KEEP	000159F
CMU000181F	CMU000247F	CMU000006F	23.17	24.17	KEEP	000160F
CMU000164F	CMU000150F	CMU000019F	42.59	45.40	KEEP	000161F
CMU000184F	CMU000586F	CMU000015F	3.84	5.02	KEEP	000162F
CMU000170F	-	-	-	-	KEEP	000163F
CMU000167F	-	-	-	-	KEEP	000164F
CMU000202F	CMU000257F	CMU000019F	22.07	24.99	KEEP	000165F
CMU000169F	-	-	-	-	KEEP	000166F
CMU000166F	-	-	-	-	KEEP	000167F
CMU000179F	CMU000000F	CMU000019F	2.38	3.60	KEEP	000168F
CMU000161F	CMU001154F	CMU000019F	12.84	15.00	KEEP	000169F
CMU000171F	CMU000012F	CMU000035F	5.05	9.95	KEEP	000170F
CMU000182F	-	-	-	-	KEEP	000171F
CMU000192F	-	-	-	-	KEEP	000172F
CMU000176F	-	-	-	-	KEEP	000173F
CMU000189F	CMU000008F	CMU000066F	46.63	50.61	KEEP	000174F
CMU000172F	-	-	-	-	KEEP	000175F
CMU000173F	-	-	-	-	KEEP	000176F
CMU000178F	CMU000012F	CMU000000F	4.69	8.36	KEEP	000177F
CMU000195F	-	-	-	-	KEEP	000178F
CMU000168F	CMU000012F	CMU000014F	4.09	10.98	KEEP	000179F
CMU000197F	CMU000019F	CMU000031F	3.18	6.97	KEEP	000180F
CMU000188F	-	-	-	-	KEEP	000181F
CMU000194F	CMU000563F	CMU000191F	26.94	27.09	KEEP	000182F
CMU000198F	-	-	-	-	KEEP	000183F
CMU000205F	CMU000133F	CMU000616F	25.11	25.14	KEEP	000184F
CMU000215F	CMU000201F	CMU000711F	24.55	27.31	KEEP	000185F
CMU000193F	-	-	-	-	KEEP	000186F
CMU000204F	CMU000021F	CMU000549F	21.33	35.45	KEEP	000187F
CMU000201F	CMU000215F	CMU000028F	55.27	66.41	KEEP	000188F
CMU000190F	CMU001197F	CMU000021F	8.03	8.81	KEEP	000189F
CMU000177F	CMU000000F	CMU000010F	3.48	5.53	KEEP	000190F
CMU000196F	-	-	-	-	KEEP	000191F
CMU000187F	-	-	-	-	KEEP	000192F
CMU000207F	CMU000136F	CMU000002F	32.21	35.93	KEEP	000193F
CMU000199F	-	-	-	-	KEEP	000194F
CMU000183F	-	-	-	-	KEEP	000195F
CMU000206F	-	-	-	-	KEEP	000196F
CMU000186F	-	-	-	-	KEEP	000197F
CMU000216F	CMU000008F	CMU000249F	8.03	43.94	KEEP	000198F
CMU000191F	CMU000194F	CMU000019F	14.37	14.64	KEEP	000199F
CMU000211F	-	-	-	-	KEEP	000200F
CMU000212F	-	-	-	-	KEEP	000201F
CMU000209F	-	-	-	-	KEEP	000202F
CMU000200F	CMU000333F	CMU000092F	6.74	7.02	KEEP	000203F
CMU000217F	CMU000002F	CMU000000F	3.99	6.76	KEEP	000204F
CMU000185F	-	-	-	-	KEEP	000205F
CMU000213F	-	-	-	-	KEEP	000206F
CMU000203F	CMU000006F	CMU000008F	0.65	0.88	KEEP	000207F
CMU000208F	CMU000012F	CMU000014F	12.58	29.44	KEEP	000208F
CMU000180F	-	-	-	-	KEEP	000209F
CMU000222F	-	-	-	-	KEEP	000210F
CMU000248F	CMU000151F	CMU000031F	24.09	25.88	KEEP	000211F
CMU000221F	-	-	-	-	KEEP	000212F
CMU000237F	CMU000252F	CMU000021F	19.02	23.51	KEEP	000213F
CMU000219F	-	-	-	-	KEEP	000214F
CMU000233F	-	-	-	-	KEEP	000215F
CMU000232F	-	-	-	-	KEEP	000216F
CMU000214F	CMU000019F	CMU000000F	4.44	10.21	KEEP	000217F
CMU000226F	CMU000608F	CMU000673F	37.98	41.16	KEEP	000218F
CMU000250F	CMU000597F	CMU000019F	29.80	31.19	KEEP	000219F
CMU000252F	CMU000246F	CMU000237F	35.67	38.92	KEEP	000220F
CMU000247F	CMU000181F	CMU000042F	39.70	40.10	KEEP	000221F
CMU000236F	CMU001010F	CMU001165F	26.86	31.39	KEEP	000222F
CMU000210F	CMU001014F	CMU000027F	14.10	15.00	KEEP	000223F
CMU000240F	-	-	-	-	KEEP	000224F
CMU000241F	-	-	-	-	KEEP	000225F
CMU000228F	-	-	-	-	KEEP	000226F
CMU000243F	-	-	-	-	KEEP	000227F
CMU000256F	-	-	-	-	KEEP	000228F
CMU000224F	-	-	-	-	KEEP	000229F
CMU000242F	-	-	-	-	KEEP	000230F
CMU000223F	CMU000012F	CMU000034F	11.80	36.69	KEEP	000231F
CMU000238F	-	-	-	-	KEEP	000232F
CMU000257F	CMU000333F	CMU000202F	31.87	63.71	KEEP	000233F
CMU000231F	-	-	-	-	KEEP	000234F
CMU000254F	-	-	-	-	KEEP	000235F
CMU000218F	-	-	-	-	KEEP	000236F
CMU000229F	-	-	-	-	KEEP	000237F
CMU000298F	-	-	-	-	KEEP	000238F
CMU000283F	CMU000019F	CMU000037F	0.80	2.80	KEEP	000239F
CMU000253F	CMU000000F	CMU000019F	9.46	18.73	KEEP	000240F
CMU000227F	CMU000680F	CMU000019F	20.54	22.54	KEEP	000241F
CMU000245F	-	-	-	-	KEEP	000242F
CMU000258F	-	-	-	-	KEEP	000243F
CMU000277F	CMU000756F	CMU000628F	25.59	27.13	KEEP	000244F
CMU000285F	-	-	-	-	KEEP	000245F
CMU000286F	CMU000019F	CMU000000F	2.46	5.12	KEEP	000246F
CMU000246F	CMU000252F	CMU001491F	23.93	30.41	KEEP	000247F
CMU000230F	CMU000249F	CMU000008F	9.49	66.73	KEEP	000248F
CMU000264F	CMU001796F	CMU000012F	4.84	11.50	KEEP	000249F
CMU000293F	CMU000091F	CMU000125F	0.14	0.97	KEEP	000250F
CMU000288F	CMU000037F	CMU000021F	0.80	2.68	KEEP	000251F
CMU000249F	CMU000008F	CMU000230F	21.15	117.99	KEEP	000252F
CMU000255F	CMU000321F	CMU000174F	59.71	64.43	KEEP	000253F
CMU000268F	-	-	-	-	KEEP	000254F
CMU000263F	-	-	-	-	KEEP	000255F
CMU000271F	CMU000334F	CMU000006F	10.24	10.39	KEEP	000256F
CMU000273F	CMU000037F	CMU000021F	2.24	3.68	KEEP	000257F
CMU000275F	CMU000000F	CMU000010F	2.91	7.72	KEEP	000258F
CMU000262F	-	-	-	-	KEEP	000259F
CMU000280F	CMU000174F	CMU000100F	17.00	17.01	KEEP	000260F
CMU000295F	-	-	-	-	KEEP	000261F
CMU000244F	-	-	-	-	KEEP	000262F
CMU000284F	CMU000061F	CMU000006F	43.63	44.83	KEEP	000263F
CMU000282F	CMU000628F	CMU000272F	21.87	21.98	KEEP	000264F
CMU000276F	CMU000142F	CMU000019F	4.56	20.64	KEEP	000265F
CMU000291F	-	-	-	-	KEEP	000266F
CMU000266F	-	-	-	-	KEEP	000267F
CMU000325F	CMU001558F	CMU001010F	17.53	20.30	KEEP	000268F
CMU000251F	-	-	-	-	KEEP	000269F
CMU000308F	-	-	-	-	KEEP	000270F
CMU000294F	CMU000034F	CMU000012F	12.52	25.97	KEEP	000271F
CMU000290F	CMU000004F	CMU000246F	26.06	27.21	KEEP	000272F
CMU000304F	CMU000019F	CMU000010F	13.51	57.22	KEEP	000273F
CMU000312F	-	-	-	-	KEEP	000274F
CMU000260F	-	-	-	-	KEEP	000275F
CMU000318F	CMU000012F	CMU000034F	32.39	68.40	KEEP	000276F
CMU000287F	CMU000019F	CMU000000F	3.26	4.25	KEEP	000277F
CMU000301F	CMU000000F	CMU000014F	7.84	10.02	KEEP	000278F
CMU000267F	CMU000568F	CMU001021F	21.14	39.60	KEEP	000279F
CMU000279F	CMU000019F	CMU000017F	3.18	5.31	KEEP	000280F
CMU000299F	-	-	-	-	KEEP	000281F
CMU000292F	-	-	-	-	KEEP	000282F
CMU000265F	CMU000019F	CMU000027F	2.20	5.11	KEEP	000283F
CMU000274F	-	-	-	-	KEEP	000284F
CMU000307F	CMU000079F	CMU000019F	42.41	43.06	KEEP	000285F
CMU000297F	-	-	-	-	KEEP	000286F
CMU000303F	CMU000528F	CMU000012F	51.28	76.22	KEEP	000287F
CMU000323F	CMU000044F	CMU000125F	13.27	15.04	KEEP	000288F
CMU000302F	CMU000002F	CMU000134F	10.28	13.77	KEEP	000289F
CMU000300F	CMU000873F	CMU000072F	36.91	37.00	KEEP	000290F
CMU000317F	-	-	-	-	KEEP	000291F
CMU000342F	-	-	-	-	KEEP	000292F
CMU000239F	-	-	-	-	KEEP	000293F
CMU000315F	-	-	-	-	KEEP	000294F
CMU000321F	CMU000255F	CMU000152F	61.69	69.40	KEEP	000295F
CMU000333F	CMU000257F	CMU000120F	54.30	88.51	KEEP	000296F
CMU000309F	-	-	-	-	KEEP	000297F
CMU000327F	CMU000019F	CMU001961F	20.63	29.82	KEEP	000298F
CMU000311F	-	-	-	-	KEEP	000299F
CMU000339F	CMU000007F	CMU000015F	1.92	5.23	KEEP	000300F
CMU000335F	CMU000941F	CMU000091F	12.93	14.87	KEEP	000301F
CMU000320F	-	-	-	-	KEEP	000302F
CMU000316F	-	-	-	-	KEEP	000303F
CMU000344F	CMU000012F	CMU000096F	14.05	32.07	KEEP	000304F
CMU000296F	-	-	-	-	KEEP	000305F
CMU000375F	CMU000412F	CMU000479F	19.04	44.15	KEEP	000306F
CMU000324F	-	-	-	-	KEEP	000307F
CMU000314F	CMU000092F	CMU000037F	0.83	2.27	KEEP	000308F
CMU000366F	CMU000000F	CMU000007F	3.79	6.69	KEEP	000309F
CMU000326F	CMU000881F	CMU000019F	16.55	20.74	KEEP	000310F
CMU000334F	CMU000017F	CMU000271F	28.39	30.50	KEEP	000311F
CMU000332F	CMU000031F	CMU000007F	2.73	7.08	KEEP	000312F
CMU000306F	-	-	-	-	KEEP	000313F
CMU000341F	CMU000020F	CMU000092F	34.14	36.75	KEEP	000314F
CMU000328F	CMU000767F	CMU000385F	15.68	27.06	KEEP	000315F
CMU000337F	CMU000017F	CMU000000F	4.88	8.61	KEEP	000316F
CMU000305F	-	-	-	-	KEEP	000317F
CMU000353F	CMU000019F	CMU000006F	1.98	3.10	KEEP	000318F
CMU000370F	CMU000012F	CMU000041F	26.74	63.94	KEEP	000319F
CMU000338F	CMU002017F	CMU000012F	24.53	82.08	KEEP	000320F
CMU000261F	CMU000002F	CMU000000F	2.76	5.26	KEEP	000321F
CMU000361F	CMU000550F	CMU000000F	27.78	29.05	KEEP	000322F
CMU000310F	-	-	-	-	KEEP	000323F
CMU000352F	-	-	-	-	KEEP	000324F
CMU000346F	-	-	-	-	KEEP	000325F
CMU000348F	CMU000012F	CMU000014F	7.37	23.81	KEEP	000326F
CMU000347F	-	-	-	-	KEEP	000327F
CMU000330F	CMU000006F	CMU000461F	14.00	14.91	KEEP	000328F
CMU000319F	-	-	-	-	KEEP	000329F
CMU000345F	CMU000092F	CMU000140F	41.55	42.24	KEEP	000330F
CMU000331F	-	-	-	-	KEEP	000331F
CMU000381F	CMU000006F	CMU000019F	6.88	19.00	KEEP	000332F
CMU000340F	CMU000012F	CMU000002F	14.95	27.35	KEEP	000333F
CMU000343F	CMU000018F	CMU000012F	8.40	19.35	KEEP	000334F
CMU000336F	CMU000010F	CMU000012F	6.42	16.56	KEEP	000335F
CMU000378F	CMU000396F	CMU000019F	65.70	191.94	KEEP	000336F
CMU000358F	CMU000692F	CMU000037F	33.69	34.59	KEEP	000337F
CMU000270F	-	-	-	-	KEEP	000338F
CMU000349F	CMU000548F	CMU000554F	69.94	222.03	KEEP	000339F
CMU000367F	-	-	-	-	KEEP	000340F
CMU000380F	CMU000384F	CMU001022F	33.98	37.82	KEEP	000341F
CMU000355F	CMU000085F	CMU000006F	8.33	8.86	KEEP	000342F
CMU000357F	CMU000856F	CMU000019F	16.86	48.56	KEEP	000343F
CMU000359F	-	-	-	-	KEEP	000344F
CMU000362F	CMU000402F	CMU000069F	9.47	11.14	KEEP	000345F
CMU000372F	CMU001214F	CMU000102F	26.30	27.63	KEEP	000346F
CMU000383F	-	-	-	-	KEEP	000347F
CMU000385F	CMU000328F	CMU000287F	19.46	20.31	KEEP	000348F
CMU000371F	-	-	-	-	KEEP	000349F
CMU000384F	CMU000380F	CMU000372F	39.00	41.02	KEEP	000350F
CMU000368F	-	-	-	-	KEEP	000351F
CMU000313F	CMU000610F	CMU000019F	22.12	94.85	KEEP	000352F
CMU000382F	CMU000587F	CMU000008F	38.99	41.20	KEEP	000353F
CMU000350F	CMU000000F	CMU001675F	11.50	14.05	KEEP	000354F
CMU000389F	CMU000731F	CMU000091F	21.87	26.58	KEEP	000355F
CMU000322F	-	-	-	-	KEEP	000356F
CMU000373F	CMU000012F	CMU000034F	18.81	37.54	KEEP	000357F
CMU000354F	-	-	-	-	KEEP	000358F
CMU000397F	-	-	-	-	KEEP	000359F
CMU000392F	CMU000014F	CMU000002F	16.40	39.85	KEEP	000360F
CMU000391F	CMU000010F	CMU000134F	11.23	17.19	KEEP	000361F
CMU000393F	CMU000019F	CMU000031F	2.36	5.74	KEEP	000362F
CMU000401F	-	-	-	-	KEEP	000363F
CMU000356F	CMU000185F	CMU000421F	42.75	124.68	KEEP	000364F
CMU000360F	-	-	-	-	KEEP	000365F
CMU000379F	CMU001221F	CMU000019F	22.41	27.15	KEEP	000366F
CMU000405F	-	-	-	-	KEEP	000367F
CMU000444F	CMU000019F	CMU000025F	3.28	4.56	KEEP	000368F
CMU000398F	-	-	-	-	KEEP	000369F
CMU000377F	-	-	-	-	KEEP	000370F
CMU000369F	-	-	-	-	KEEP	000371F
CMU000376F	CMU000024F	CMU000474F	30.96	31.80	KEEP	000372F
CMU000390F	-	-	-	-	KEEP	000373F
CMU000418F	CMU000092F	CMU000006F	0.27	0.39	KEEP	000374F
CMU000396F	CMU000378F	CMU000019F	22.61	127.17	KEEP	000375F
CMU000395F	CMU000744F	CMU000015F	5.41	7.25	KEEP	000376F
CMU000363F	CMU000953F	CMU000327F	5.27	17.14	KEEP	000377F
CMU000386F	-	-	-	-	KEEP	000378F
CMU000431F	CMU000019F	CMU000017F	9.39	16.17	KEEP	000379F
CMU000449F	-	-	-	-	KEEP	000380F
CMU000403F	-	-	-	-	KEEP	000381F
CMU000409F	-	-	-	-	KEEP	000382F
CMU000402F	CMU000362F	CMU000252F	13.90	18.82	KEEP	000383F
CMU000420F	CMU000019F	CMU000626F	30.69	65.29	KEEP	000384F
CMU000419F	-	-	-	-	KEEP	000385F
CMU000414F	CMU000019F	CMU000031F	2.07	6.67	KEEP	000386F
CMU000399F	CMU000034F	CMU000012F	13.12	29.47	KEEP	000387F
CMU000272F	CMU000518F	CMU000743F	3.90	64.53	KEEP	000388F
CMU000421F	CMU000019F	CMU000356F	35.46	196.51	KEEP	000389F
CMU000408F	CMU000052F	CMU000019F	6.94	10.59	KEEP	000390F
CMU000411F	-	-	-	-	KEEP	000391F
CMU000410F	-	-	-	-	KEEP	000392F
CMU000451F	CMU000000F	CMU000002F	9.06	23.41	KEEP	000393F
CMU000432F	-	-	-	-	KEEP	000394F
CMU000425F	CMU000014F	CMU000012F	56.54	140.15	KEEP	000395F
CMU000400F	-	-	-	-	KEEP	000396F
CMU000422F	CMU000012F	CMU000014F	23.39	50.61	KEEP	000397F
CMU000415F	CMU000430F	CMU000134F	26.33	27.23	KEEP	000398F
CMU000413F	CMU000734F	CMU000018F	25.07	52.19	KEEP	000399F
CMU000441F	-	-	-	-	KEEP	000400F
CMU000427F	CMU000091F	CMU000031F	42.06	42.71	KEEP	000401F
CMU000388F	CMU000116F	CMU000000F	28.19	31.92	KEEP	000402F
CMU000438F	-	-	-	-	KEEP	000403F
CMU000281F	CMU000019F	CMU000002F	2.66	5.00	KEEP	000404F
CMU000479F	CMU000375F	CMU000025F	8.11	8.51	KEEP	000405F
CMU000406F	-	-	-	-	KEEP	000406F
CMU000416F	CMU000548F	CMU000019F	5.98	21.89	KEEP	000407F
CMU000433F	CMU000049F	CMU000959F	35.96	36.62	KEEP	000408F
CMU000443F	CMU000019F	CMU000037F	9.73	17.56	KEEP	000409F
CMU000426F	-	-	-	-	KEEP	000410F
CMU000442F	CMU000012F	CMU000018F	16.76	32.60	KEEP	000411F
CMU000417F	CMU000019F	CMU000009F	4.08	6.64	KEEP	000412F
CMU000446F	CMU000000F	CMU000014F	19.79	23.20	KEEP	000413F
CMU000437F	CMU001317F	CMU000701F	9.38	17.04	KEEP	000414F
CMU000467F	-	-	-	-	KEEP	000415F
CMU000430F	CMU000415F	CMU000134F	28.82	29.71	KEEP	000416F
CMU000423F	-	-	-	-	KEEP	000417F
CMU000516F	-	-	-	-	KEEP	000418F
CMU000466F	-	-	-	-	KEEP	000419F
CMU000474F	CMU000376F	CMU000008F	12.78	12.79	KEEP	000420F
CMU000463F	CMU000019F	CMU000031F	2.59	6.97	KEEP	000421F
CMU000440F	-	-	-	-	KEEP	000422F
CMU000374F	CMU000019F	CMU000056F	16.18	21.19	KEEP	000423F
CMU000468F	-	-	-	-	KEEP	000424F
CMU000495F	-	-	-	-	KEEP	000425F
CMU000436F	CMU000015F	CMU000029F	1.69	4.32	KEEP	000426F
CMU000458F	CMU000134F	CMU001442F	0.40	3.98	KEEP	000427F
CMU000447F	-	-	-	-	KEEP	000428F
CMU000475F	CMU000992F	CMU000139F	24.22	25.45	KEEP	000429F
CMU000490F	CMU000199F	CMU002978F	5.75	12.22	KEEP	000430F
CMU000456F	CMU000059F	CMU000304F	22.07	57.99	KEEP	000431F
CMU000471F	-	-	-	-	KEEP	000432F
CMU000450F	CMU000012F	CMU000014F	29.90	71.85	KEEP	000433F
CMU000457F	CMU000017F	CMU000019F	37.22	39.52	KEEP	000434F
CMU000453F	CMU000000F	CMU000019F	6.83	15.65	KEEP	000435F
CMU000509F	CMU000002F	CMU000000F	5.19	9.36	KEEP	000436F
CMU000462F	CMU000012F	CMU000055F	48.62	196.51	KEEP	000437F
CMU000464F	CMU000012F	CMU000134F	5.61	10.34	KEEP	000438F
CMU000478F	CMU000019F	CMU000027F	1.40	4.28	KEEP	000439F
CMU000407F	-	-	-	-	KEEP	000440F
CMU000424F	CMU000147F	CMU000091F	7.19	8.11	KEEP	000441F
CMU000480F	-	-	-	-	KEEP	000442F
CMU000461F	CMU000019F	CMU000330F	18.07	19.36	KEEP	000443F
CMU000477F	-	-	-	-	KEEP	000444F
CMU000429F	-	-	-	-	KEEP	000445F
CMU000452F	CMU000012F	CMU000014F	32.54	99.63	KEEP	000446F
CMU000473F	-	-	-	-	KEEP	000447F
